index,lambda
2056,0.00015568053845746012
2057,0.00015602770662194045
2058,0.00015609894351180275
2059,0.00015629377663559408
2060,0.00015648091188346971
2061,0.00015657103807018542
2062,0.00015662156760228526
2063,0.00015688860072646005
2064,0.00015711907284154147
2065,0.00015715332748428287
2066,0.00015741339009092554
2067,0.0001576510832345198
2068,0.00015794687693976222
2069,0.00015801951572036015
2070,0.0001582354570056046
2071,0.00015828697858500813
2072,0.00015846086257189097
2073,0.00015853957803197804
2074,0.00015870699555819355
2075,0.0001588264169807779
2076,0.00015892333377175478
2077,0.000159092991251785
2078,0.00015929228483679202
2079,0.0001593682638260884
2080,0.00015942647587742194
2081,0.00015963559738897283
2082,0.00015983658673018994
2083,0.00015997986060624188
2084,0.0001601821492134849
2085,0.00016029554271620053
2086,0.00016049354537722065
2087,0.00016070392861599177
2088,0.00016089546584103118
2089,0.0001609750370048827
2090,0.00016111675257380836
2091,0.0001613162824677172
2092,0.00016143584610756867
2093,0.0001617842316010124
2094,0.0001620081545761798
2095,0.0001621187627668235
2096,0.0001623056433166139
2097,0.0001625152089983045
2098,0.0001625964425128288
2099,0.00016275570937255597
2100,0.00016289515584611244
2101,0.0001629518397669406
2102,0.00016315064496893298
2103,0.00016337151575060446
2104,0.00016357302106350676
2105,0.00016386183633564116
2106,0.00016391310878812783
2107,0.0001640897365613688
2108,0.00016424287025191517
2109,0.00016459716303003074
2110,0.00016475211960148252
2111,0.00016477860941670097
2112,0.0001648578443995814
2113,0.00016521051917696157
2114,0.0001652913980544023
2115,0.0001655044199090444
2116,0.00016565144617412998
2117,0.00016579648782691326
2118,0.00016588436964254925
2119,0.00016595050368008743
2120,0.00016615704247948426
2121,0.0001662675638170636
2122,0.0001664403615946337
2123,0.00016673329875595866
2124,0.00016691024373036105
2125,0.00016710064498537291
2126,0.0001671748557908476
2127,0.0001672681565561597
2128,0.00016748836145051845
2129,0.0001675749969298061
2130,0.00016779745595671338
2131,0.0001679982851849334
2132,0.00016827072546792216
2133,0.00016838820199436525
2134,0.00016865065881810462
2135,0.00016881396394715243
2136,0.00016890537714786037
2137,0.00016900487724601026
2138,0.00016928116340108785
2139,0.00016935207964243512
2140,0.00016950906267122903
2141,0.00016973239412033082
2142,0.00016998367951516518
2143,0.00017011883759051629
2144,0.00017017218819931752
2145,0.0001704796118745054
2146,0.00017067375958379084
2147,0.00017076970245679816
2148,0.00017110957280981487
2149,0.00017118586914463874
2150,0.00017142019522040623
2151,0.00017159484691135326
2152,0.00017169254915259854
2153,0.00017198690318109616
2154,0.00017211652805778155
2155,0.00017237148090927586
2156,0.0001724970395415585
2157,0.00017280073980783974
2158,0.00017290947300688361
2159,0.00017313263894527356
2160,0.00017318171346441998
2161,0.00017345662192718835
2162,0.00017354541077905272
2163,0.0001737145994435181
2164,0.0001739327484273336
2165,0.00017415434911164436
2166,0.00017437029488661285
2167,0.00017455792621353657
2168,0.0001746658956257798
2169,0.00017474779320225534
2170,0.00017492231080648094
2171,0.00017501491870059794
2172,0.00017513575621729932
2173,0.0001751664171272922
2174,0.00017546822832125057
2175,0.0001757467978173458
2176,0.00017580790116466182
2177,0.00017618201113385001
2178,0.00017640831733434342
2179,0.00017654463047714488
2180,0.00017670078036086708
2181,0.00017699569146422718
2182,0.0001770212542236281
2183,0.0001771260014263852
2184,0.00017725446114015659
2185,0.00017739555222908666
2186,0.00017753336638885272
2187,0.0001777164573771404
2188,0.00017801843709503552
2189,0.00017833038779525634
2190,0.00017842323333803358
2191,0.00017869516594141478
2192,0.0001788090089186184
2193,0.00017885072764708317
2194,0.00017917680809171666
2195,0.00017935891534199102
2196,0.000179510382093015
2197,0.00017986509439081786
2198,0.00018014381375347813
2199,0.00018020906734589613
2200,0.00018030140440789165
2201,0.00018038036319623261
2202,0.0001805821505099599
2203,0.00018068298206227245
2204,0.00018086050184418562
2205,0.00018114260080614805
2206,0.00018126768588846772
2207,0.0001814571046960083
2208,0.00018154056691577726
2209,0.00018189939211251503
2210,0.00018209543798803637
2211,0.00018216610280858518
2212,0.0001825070809675636
2213,0.0001827058989171591
2214,0.0001829578269163125
2215,0.0001830161754424831
2216,0.00018319040346499
2217,0.00018332397530874538
2218,0.00018335977846508777
2219,0.00018356466793626678
2220,0.0001837918800154774
2221,0.0001839799282524705
2222,0.00018418865096083423
2223,0.00018438587343767206
2224,0.00018450137045135476
2225,0.0001845659780434113
2226,0.00018470613120074436
2227,0.0001848559841580676
2228,0.00018518506498503603
2229,0.00018546375313699358
2230,0.00018565669796782592
2231,0.00018579204878926684
2232,0.0001860137895112983
2233,0.00018629472740137998
2234,0.00018647283355036366
2235,0.00018662321738625845
2236,0.00018695548331149943
2237,0.0001870759653238581
2238,0.00018732642840830536
2239,0.00018744871894549228
2240,0.0001876117270652178
2241,0.0001879295740333022
2242,0.00018807999652829964
2243,0.00018816064210841943
2244,0.00018834685402358643
2245,0.00018859374978546045
2246,0.00018887647291410315
2247,0.0001889389607395388
2248,0.00018912899331160812
2249,0.0001893167345319617
2250,0.00018956967851795748
2251,0.00018978519380751755
2252,0.00018986467693527035
2253,0.0001899142212548421
2254,0.00019035242852725605
2255,0.00019057045436909043
2256,0.00019068069430846398
2257,0.0001908784109984214
2258,0.00019104580296259137
2259,0.0001911867424491221
2260,0.00019144561645797838
2261,0.00019159217395898134
2262,0.00019178454524516702
2263,0.00019198384621379593
2264,0.00019205150310670885
2265,0.00019222575351286847
2266,0.00019245398115230026
2267,0.00019254104505017825
2268,0.00019276394033473638
2269,0.0001930797185172161
2270,0.00019311038598456365
2271,0.000193331997645459
2272,0.00019349737112078172
2273,0.0001936630792283556
2274,0.00019392992578125056
2275,0.00019406106518195866
2276,0.00019428497192586376
2277,0.00019440668159741853
2278,0.00019484099301325173
2279,0.00019496439433091685
2280,0.00019514816019053675
2281,0.00019518145132384855
2282,0.00019543163311356394
2283,0.0001956706244063634
2284,0.00019597583270323444
2285,0.00019613123303636494
2286,0.00019623589458455838
2287,0.0001964775177222859
2288,0.00019658524753539912
2289,0.00019689210151778932
2290,0.00019704455350521392
2291,0.00019722917405671988
2292,0.0001974064569523891
2293,0.0001975136154824705
2294,0.00019783814064626383
2295,0.0001979507434447685
2296,0.00019812856625164084
2297,0.0001981788280764559
2298,0.0001983263909849683
2299,0.00019854477960790903
2300,0.0001986865383033227
2301,0.00019900201179982115
2302,0.00019936904799565784
2303,0.00019958704261587642
2304,0.0001998297323660886
2305,0.00019990914006548955
2306,0.00020007359669859816
2307,0.000200161554162415
2308,0.00020047581263657777
2309,0.00020063622813301361
2310,0.0002007373983302406
2311,0.0002009250796168533
2312,0.00020114610141402914
2313,0.0002013864725284088
2314,0.0002016189582265508
2315,0.00020185164250234396
2316,0.0002021253464267569
2317,0.00020234454178410393
2318,0.0002023642932087782
2319,0.0002025780926915076
2320,0.00020285231314333396
2321,0.0002029687490556247
2322,0.00020322932263650183
2323,0.0002032751716286313
2324,0.0002033712350273445
2325,0.00020355130249547827
2326,0.00020379211649854082
2327,0.0002040946322749851
2328,0.00020421540525781073
2329,0.00020424863876030133
2330,0.0002045230517879315
2331,0.00020480274172476393
2332,0.00020487552969341205
2333,0.00020532513157167198
2334,0.00020545883917122545
2335,0.00020559904021450907
2336,0.00020580075194162934
2337,0.00020612445739123778
2338,0.00020629539355545843
2339,0.00020641345700397244
2340,0.00020648946143898662
2341,0.00020657604011010343
2342,0.00020693493121052577
2343,0.00020694065666667033
2344,0.00020730076397210747
2345,0.00020766090738960912
2346,0.00020779109208863734
2347,0.00020794826344084223
2348,0.0002082080642247513
2349,0.0002083378891410342
2350,0.00020865312937522784
2351,0.00020883453485249479
2352,0.00020904269134145364
2353,0.00020916571762741727
2354,0.00020935690275724134
2355,0.0002094643800038164
2356,0.00020963813092203144
2357,0.00020993279415101437
2358,0.00021013158930556372
2359,0.0002101932688836324
2360,0.00021035975999376532
2361,0.00021047028325434173
2362,0.0002106882547116989
2363,0.00021102411071221135
2364,0.00021127703292996838
2365,0.0002114702565668662
2366,0.00021157412509005498
2367,0.0002116261656021954
2368,0.00021216316596383308
2369,0.0002122525313888722
2370,0.00021227201610720317
2371,0.00021257257976583992
2372,0.00021295163250707627
2373,0.00021322886257546658
2374,0.00021331827176830834
2375,0.00021355893946136529
2376,0.00021369181968549234
2377,0.00021397115788022322
2378,0.0002140529918347317
2379,0.00021421628224166985
2380,0.00021431071884064963
2381,0.00021454136724293184
2382,0.00021463118655964136
2383,0.00021476955667310322
2384,0.00021516719087676044
2385,0.00021539918005075178
2386,0.00021562368822984406
2387,0.00021584651131924625
2388,0.0002159690504384868
2389,0.0002163513510196221
2390,0.0002164172074082868
2391,0.00021667585707739419
2392,0.0002170041397174144
2393,0.00021723989782279418
2394,0.00021749795229517103
2395,0.0002175374918576349
2396,0.0002177964309963669
2397,0.00021800090668957342
2398,0.00021805288589274378
2399,0.00021850200096624114
2400,0.00021869354837405008
2401,0.00021885036973188205
2402,0.00021889381397040503
2403,0.00021921664170363424
2404,0.0002192763414995432
2405,0.000219497585779909
2406,0.00021977336049879286
2407,0.0002200087905076114
2408,0.0002201018714295693
2409,0.00022053992096735556
2410,0.00022077208426154923
2411,0.00022108670682759022
2412,0.0002212283556691035
2413,0.00022133062533041334
2414,0.00022150029673508192
2415,0.0002216343978324869
2416,0.00022189194633713858
2417,0.00022224949550116489
2418,0.00022235219926739928
2419,0.00022254918275821297
2420,0.0002226675969950622
2421,0.0002230405448196526
2422,0.0002232038263510041
2423,0.00022333214796402368
2424,0.0002234162179676245
2425,0.00022347203452506185
2426,0.0002235931368832596
2427,0.0002237220236801812
2428,0.00022398532036249018
2429,0.00022444937238748746
2430,0.00022457283135477818
2431,0.0002247503959643999
2432,0.00022518893855700097
2433,0.00022542419509708112
2434,0.00022546132668626093
2435,0.00022563132081454968
2436,0.00022596587180946095
2437,0.0002260806369098818
2438,0.0002263879244304649
2439,0.00022655578259418106
2440,0.00022690757164620654
2441,0.00022711461518744923
2442,0.0002271469272380976
2443,0.00022729260790287756
2444,0.00022758723406575448
2445,0.0002278156597520114
2446,0.00022797133891688554
2447,0.00022810101207099097
2448,0.0002284352448951469
2449,0.0002285004798870352
2450,0.00022863551873049867
2451,0.00022899390336969465
2452,0.00022917677483993385
2453,0.00022932566677613512
2454,0.00022966180678731502
2455,0.00022977798326347007
2456,0.00023016713070827922
2457,0.00023046657397488859
2458,0.00023058935162528362
2459,0.0002307774093315101
2460,0.00023090715559321188
2461,0.0002310910594845887
2462,0.00023120801823851698
2463,0.00023154996269362664
2464,0.0002317925844548272
2465,0.00023200553369262771
2466,0.00023223113400742563
2467,0.0002323754371511551
2468,0.0002326035966852359
2469,0.00023284350374053374
2470,0.00023303998158415872
2471,0.00023344269398503585
2472,0.00023374588655034574
2473,0.0002339694395631793
2474,0.00023409936456136459
2475,0.00023417927574778883
2476,0.00023457089392930214
2477,0.0002348230303962878
2478,0.00023488624276313068
2479,0.00023510176985951155
2480,0.00023519773473192434
2481,0.00023554255814182997
2482,0.00023578469646387768
2483,0.00023598347194914014
2484,0.00023635020469718447
2485,0.0002364489394723698
2486,0.0002366612163952355
2487,0.00023692249794749683
2488,0.00023701946014762136
2489,0.0002372525770994451
2490,0.0002373903248062336
2491,0.00023762548574961907
2492,0.0002379890521165209
2493,0.0002380971945853167
2494,0.00023837362613840347
2495,0.0002386615468842793
2496,0.00023900590064730753
2497,0.0002391795426655076
2498,0.00023943068625757193
2499,0.0002395613200962706
2500,0.00023972837882648904
2501,0.00023984351872137008
2502,0.00024013569121325793
2503,0.0002401777828078716
2504,0.00024049250935004418
2505,0.00024072409579277822
2506,0.00024100340200848108
2507,0.00024112215872359677
2508,0.00024131810946787096
2509,0.00024144619014338135
2510,0.00024161411866185302
2511,0.00024182934591055353
2512,0.00024209057011544239
2513,0.00024240660288598172
2514,0.00024256062543023073
2515,0.00024269709289525857
2516,0.00024292606586239927
2517,0.0002431399470032427
2518,0.00024328982775026652
2519,0.00024350291976853302
2520,0.00024358399513737435
2521,0.00024395908233626026
2522,0.0002442662706804041
2523,0.00024440330236229826
2524,0.00024480003932929865
2525,0.0002450382637684673
2526,0.00024511042370693715
2527,0.0002453787365169445
2528,0.0002455467031857265
2529,0.00024594068864726697
2530,0.0002460083495356357
2531,0.0002461337362113835
2532,0.00024630429430320564
2533,0.00024668456148812786
2534,0.0002469243692999063
2535,0.00024705338233344096
2536,0.0002475356922733769
2537,0.0002476871147567439
2538,0.0002478431162343525
2539,0.00024802024355529974
2540,0.0002484445504933419
2541,0.00024855334424706964
2542,0.0002487729841072163
2543,0.00024919090045325936
2544,0.0002492995879345002
2545,0.0002495359994430909
2546,0.00024977092847522646
2547,0.0002499193444474044
2548,0.00025017975271026787
2549,0.00025040390479553657
2550,0.0002506710571622003
2551,0.00025106772628096137
2552,0.0002511727286582034
2553,0.00025143019692939073
2554,0.000251525369082056
2555,0.00025170780470281344
2556,0.0002519057054595903
2557,0.0002519523006882193
2558,0.00025225467265299286
2559,0.000252511054029372
2560,0.00025271197258454304
2561,0.0002528948619332144
2562,0.0002530979632147568
2563,0.00025323327577821857
2564,0.00025362192090158084
2565,0.00025385700735968666
2566,0.0002538941081046879
2567,0.0002541008556185432
2568,0.0002543781032288543
2569,0.0002544509947273974
2570,0.0002546979096465594
2571,0.0002550205198534564
2572,0.0002554423730979171
2573,0.00025559639165820264
2574,0.0002557829499699118
2575,0.0002559829580277045
2576,0.0002562535241798131
2577,0.0002564093752159132
2578,0.0002566186020351362
2579,0.00025688708075323274
2580,0.0002571568105587356
2581,0.0002574527456014607
2582,0.0002576716199698811
2583,0.00025788600292434705
2584,0.00025814522577391144
2585,0.0002583770542005091
2586,0.00025848640626774773
2587,0.0002587688501780308
2588,0.0002590256765788606
2589,0.00025949506659941885
2590,0.00025978698840856
2591,0.00025988222426882233
2592,0.000260050927771594
2593,0.0002600917055607582
2594,0.00026025498213216045
2595,0.00026047209992331277
2596,0.00026074722292444635
2597,0.00026103843270865315
2598,0.0002612823492521239
2599,0.0002614150591013525
2600,0.00026175175041419433
2601,0.0002618960949387111
2602,0.0002620845663576597
2603,0.0002622423920336146
2604,0.0002624209965757257
2605,0.00026269691309125043
2606,0.0002627232385067088
2607,0.00026305831859770924
2608,0.00026332749027694637
2609,0.0002635908740670752
2610,0.0002637934211805721
2611,0.00026411424140406837
2612,0.000264398478039193
2613,0.00026458757672271813
2614,0.0002647071678743429
2615,0.0002647826398902652
2616,0.00026509861722544693
2617,0.00026533128608364695
2618,0.00026555680811425305
2619,0.0002658108545617456
2620,0.0002661225463240851
2621,0.00026648254257714
2622,0.0002666201525037653
2623,0.0002671660909710783
2624,0.0002673076043121038
2625,0.00026762372783765097
2626,0.00026784997099489095
2627,0.0002679820957686613
2628,0.000268225791952012
2629,0.0002683362500215623
2630,0.00026862296273151266
2631,0.000268808850465098
2632,0.00026905359328353325
2633,0.00026912730383181764
2634,0.00026928828452298147
2635,0.00026936018274957893
2636,0.0002701112545426307
2637,0.00027018558741099825
2638,0.0002705212566779132
2639,0.000270657895244619
2640,0.00027083796974537163
2641,0.00027118561467222004
2642,0.00027145336465495635
2643,0.00027151821973920193
2644,0.00027165927960949153
2645,0.0002721401544805991
2646,0.0002724980080027227
2647,0.00027262252464627736
2648,0.00027287645507739365
2649,0.0002730587265067968
2650,0.0002732619909281566
2651,0.00027347198634927495
2652,0.0002736872470338817
2653,0.00027380383026181615
2654,0.0002740042762638343
2655,0.00027429919197340244
2656,0.00027489131130822777
2657,0.00027504216783492177
2658,0.0002752200956702951
2659,0.00027538857659873957
2660,0.00027569032137996635
2661,0.0002757527664287406
2662,0.0002758680706501148
2663,0.0002762960111499725
2664,0.00027651794763213346
2665,0.00027660003169945133
2666,0.00027723717198251027
2667,0.00027749493094018967
2668,0.00027787769438633185
2669,0.00027810085245190066
2670,0.0002782415949728172
2671,0.00027853219646014276
2672,0.0002785948567465248
2673,0.0002788949755174128
2674,0.000279273060794956
2675,0.00027962480621472824
2676,0.0002797391899556453
2677,0.00027987570602416487
2678,0.00028003581594291825
2679,0.00028017685521358857
2680,0.0002805031866656997
2681,0.00028079545412458426
2682,0.00028087342606214613
2683,0.0002813157727094712
2684,0.00028160747705255194
2685,0.00028199322033336984
2686,0.0002821274420095726
2687,0.0002822687864303654
2688,0.0002825528929815515
2689,0.00028271878814153733
2690,0.0002829211033622949
2691,0.00028310754272665994
2692,0.0002834734583805509
2693,0.0002840214938020979
2694,0.00028428656816129874
2695,0.0002844267207593536
2696,0.000284635447867292
2697,0.00028502075930864843
2698,0.00028534678128039586
2699,0.00028555248783615104
2700,0.0002856516486518405
2701,0.0002857912033002914
2702,0.0002861394760514068
2703,0.00028633312262487943
2704,0.00028652194935499753
2705,0.0002867994824454675
2706,0.0002871073428224645
2707,0.0002872486663452788
2708,0.00028737388579259205
2709,0.00028780541224798935
2710,0.0002881907404674239
2711,0.0002884649233930436
2712,0.0002886394932397975
2713,0.00028880175086851145
2714,0.0002890303570711275
2715,0.000289149169911678
2716,0.00028940325807879134
2717,0.0002894349573930549
2718,0.00028973247499297937
2719,0.0002904102139886998
2720,0.00029060093215802114
2721,0.00029068672185470954
2722,0.00029094509868327686
2723,0.00029114796531078596
2724,0.0002912366894671276
2725,0.00029158603796998705
2726,0.0002917716677720383
2727,0.00029189689166106734
2728,0.0002923252039697805
2729,0.0002924765873671717
2730,0.0002928389869187772
2731,0.00029292814341520676
2732,0.00029311850713558606
2733,0.00029349493993582366
2734,0.00029388261484341005
2735,0.00029409088199129006
2736,0.0002943306335014128
2737,0.00029444012727918397
2738,0.0002949243214040076
2739,0.0002949475585204891
2740,0.00029512047967018666
2741,0.0002956921433411121
2742,0.00029596807774884623
2743,0.0002960702538919486
2744,0.00029659705683341146
2745,0.000296646046069736
2746,0.0002967655113176999
2747,0.0002969451746830938
2748,0.00029735282212788554
2749,0.00029752628231669953
2750,0.0002979550894303233
2751,0.00029816577918340153
2752,0.00029828980535724517
2753,0.00029873394259871417
2754,0.0002990819353027693
2755,0.0002992424147138724
2756,0.0002994616689911573
2757,0.0002998225441735174
2758,0.0003004256928308274
2759,0.00030060361811670277
2760,0.00030082096974868596
2761,0.00030090890554307776
2762,0.0003009677458964481
2763,0.00030167860857923854
2764,0.000301902321271514
2765,0.00030198465200439713
2766,0.0003022647770100792
2767,0.0003025394008006569
2768,0.00030285734675416354
2769,0.00030299606032343997
2770,0.0003031767511045674
2771,0.00030350149096813726
2772,0.0003035614358444987
2773,0.00030382134614251403
2774,0.00030420472905570326
2775,0.0003043506403680724
2776,0.0003047983121683181
2777,0.0003049686237154077
2778,0.0003054354676120691
2779,0.0003056497347217262
2780,0.00030583097490661685
2781,0.0003060418845792132
2782,0.000306241020914826
2783,0.0003066507850767149
2784,0.0003068131986704694
2785,0.0003070606321096577
2786,0.0003072347088439344
2787,0.00030765295377167736
2788,0.0003080576041464848
2789,0.0003083060212728995
2790,0.0003084360526621429
2791,0.0003088390308485816
2792,0.00030937213199197993
2793,0.0003095434466483211
2794,0.00030964806513718253
2795,0.0003100609592844046
2796,0.00031020807109593537
2797,0.00031040996660326346
2798,0.00031077543513453556
2799,0.00031094426039624565
2800,0.0003111816532691207
2801,0.0003112443724785342
2802,0.000311327591828109
2803,0.00031178204584211545
2804,0.0003122037611702119
2805,0.00031220898598600987
2806,0.00031237979318198374
2807,0.0003127576122774101
2808,0.0003129637366778559
2809,0.00031346005825782554
2810,0.00031365826778214696
2811,0.00031397212036430694
2812,0.00031422405663253573
2813,0.00031436092316041293
2814,0.0003145336466211394
2815,0.0003149165748813688
2816,0.00031497661920033224
2817,0.0003151244067255385
2818,0.0003154765877266203
2819,0.0003156487734993225
2820,0.00031598414078409006
2821,0.00031641728157589936
2822,0.0003164981486468322
2823,0.0003169726024715611
2824,0.00031716361568630177
2825,0.00031758335475643953
2826,0.0003177398306895425
2827,0.00031807229570602594
2828,0.00031823188701675425
2829,0.0003184766758024469
2830,0.00031855554613169205
2831,0.00031871441937054903
2832,0.0003193361327336812
2833,0.0003195677726534746
2834,0.00031982532103987495
2835,0.000319932190488167
2836,0.00032053954649365437
2837,0.0003207341067366793
2838,0.00032109118736313235
2839,0.0003212973108149771
2840,0.00032135345258550556
2841,0.0003217297420523026
2842,0.00032220315831586917
2843,0.000322246275089861
2844,0.0003224517652000724
2845,0.00032267523131002156
2846,0.0003228313676910031
2847,0.0003234515041050049
2848,0.000323615090293053
2849,0.0003239723382038811
2850,0.00032398764827173705
2851,0.0003242003454304477
2852,0.0003245435162517328
2853,0.00032494164689096596
2854,0.0003252291660858976
2855,0.000325546146011622
2856,0.00032568966925174267
2857,0.00032610489885849124
2858,0.00032615179249396574
2859,0.00032652824893516743
2860,0.0003268178169302198
2861,0.0003269607179381706
2862,0.00032719766230573753
2863,0.0003273412650698137
2864,0.0003275306938220889
2865,0.0003280851745434119
2866,0.00032813108014432526
2867,0.000328436101575792
2868,0.00032871528055821635
2869,0.00032922414545789066
2870,0.00032958852453056684
2871,0.00032961377643243796
2872,0.0003297820410692116
2873,0.00032997657638804087
2874,0.00033037171252652805
2875,0.00033050768604192413
2876,0.000330932585010137
2877,0.000330963649319289
2878,0.00033154132406712164
2879,0.00033173253307468357
2880,0.0003318322879321298
2881,0.00033223409822949826
2882,0.0003324370717674264
2883,0.0003325302249936982
2884,0.0003330983736823456
2885,0.0003331914686812857
2886,0.00033352994040985844
2887,0.00033374598107854624
2888,0.0003343381877187277
2889,0.00033435074367405454
2890,0.0003347342566500077
2891,0.00033507004095421585
2892,0.0003353019189893006
2893,0.00033554748259188784
2894,0.00033619155286937735
2895,0.0003362825116760678
2896,0.0003364385577604212
2897,0.00033706903390562707
2898,0.0003371293961784053
2899,0.0003372925650402519
2900,0.00033775091002963655
2901,0.0003379440571003322
2902,0.00033851693491204266
2903,0.0003387898758647351
2904,0.0003389412294932967
2905,0.000339256442512155
2906,0.0003396733490419951
2907,0.0003399022431747322
2908,0.0003399949233445082
2909,0.00034023449623392203
2910,0.00034073893607603536
2911,0.00034101675365288183
2912,0.00034109914593392427
2913,0.0003414573230581621
2914,0.00034183374966908976
2915,0.0003420974900347425
2916,0.00034213880123573214
2917,0.0003422972232799876
2918,0.0003428285401761403
2919,0.0003429722383401193
2920,0.0003431744838006694
2921,0.0003434020028582963
2922,0.00034395109199927295
2923,0.0003441336474819757
2924,0.0003445122328937211
2925,0.00034461843955894115
2926,0.00034478143926537977
2927,0.0003452732517893123
2928,0.00034558913520105525
2929,0.00034581911849824694
2930,0.00034608898134940374
2931,0.0003462296941548554
2932,0.0003467183522354163
2933,0.0003469204990068425
2934,0.00034735278227034056
2935,0.0003474035728676551
2936,0.0003476988886757117
2937,0.00034795247155921947
2938,0.0003483727136787603
2939,0.0003488738204529368
2940,0.0003489639918799805
2941,0.0003491417138534234
2942,0.0003497200357294639
2943,0.0003500332126148553
2944,0.00035028103006359476
2945,0.0003505304345123484
2946,0.0003508402483726309
2947,0.0003511998226923224
2948,0.0003518067605964155
2949,0.0003518925486812705
2950,0.0003520675792883453
2951,0.0003521983390446865
2952,0.0003522713075892229
2953,0.0003528681640867987
2954,0.00035298753339344576
2955,0.0003532295221157563
2956,0.00035368284323005373
2957,0.0003537962712405197
2958,0.00035395894466322885
2959,0.00035436490535293034
2960,0.00035465917311329053
2961,0.000354990919226805
2962,0.00035522605694431834
2963,0.00035557156400444254
2964,0.0003559752042675789
2965,0.0003560997350264555
2966,0.0003562904119343751
2967,0.0003565393715139002
2968,0.00035699185775793355
2969,0.0003570945064242484
2970,0.00035755708190706603
2971,0.0003580386606348636
2972,0.0003583375402542451
2973,0.0003585509368677374
2974,0.00035888241732181847
2975,0.0003591346316887999
2976,0.00035924617058185075
2977,0.0003595221363037465
2978,0.0003599461612022167
2979,0.00036025420666435605
2980,0.0003606560337649586
2981,0.000360965332836357
2982,0.0003610429065990077
2983,0.0003613028958761875
2984,0.00036162381214860785
2985,0.00036207518448581167
2986,0.00036221079325957133
2987,0.00036259836770352345
2988,0.000362827298209476
2989,0.00036309324587443473
2990,0.00036336783964977085
2991,0.00036394731423547894
2992,0.0003642221071991446
2993,0.00036432465925945596
2994,0.0003645916748427992
2995,0.00036492347507917057
2996,0.00036533738439543386
2997,0.0003658414800544499
2998,0.00036632826649018676
2999,0.00036643817421118787
3000,0.00036667416781974784
3001,0.0003669975446663925
3002,0.0003672330438725889
3003,0.00036761508702211023
3004,0.00036771174465880153
3005,0.0003679796430520259
3006,0.0003686228886737233
3007,0.0003687465218387665
3008,0.0003689225707481474
3009,0.00036916966638226976
3010,0.0003695910491120647
3011,0.0003698648316543356
3012,0.0003701527784083344
3013,0.0003707142881676682
3014,0.0003708402458339199
3015,0.00037111951727856535
3016,0.0003715086842703601
3017,0.00037172444499760624
3018,0.00037212156988196117
3019,0.00037233310758866934
3020,0.0003728610374019867
3021,0.00037300678529654497
3022,0.00037310956429418467
3023,0.0003736357278007528
3024,0.000373817108608201
3025,0.000374017897014043
3026,0.0003743028547169732
3027,0.00037458407481408566
3028,0.000374709813257132
3029,0.0003752241169897452
3030,0.00037546276509274373
3031,0.0003756835305243333
3032,0.0003760009280801274
3033,0.0003762244997402596
3034,0.0003763820440169513
3035,0.00037692558292099794
3036,0.0003771607307443264
3037,0.0003774755880236642
3038,0.0003778564930286409
3039,0.00037836063860908386
3040,0.00037880025095924215
3041,0.00037908071336855857
3042,0.00037911020776351965
3043,0.0003795870456377017
3044,0.0003798891200486153
3045,0.00037992570243124726
3046,0.0003805827401942191
3047,0.0003806713411501577
3048,0.00038123311427398304
3049,0.0003815869950035659
3050,0.00038175078779405664
3051,0.0003819159767214621
3052,0.00038221592118051824
3053,0.00038235585287878763
3054,0.00038276413318323284
3055,0.0003832278275349014
3056,0.00038373962667260174
3057,0.00038395441479203686
3058,0.00038428508576018205
3059,0.0003845633169808157
3060,0.00038461650153727564
3061,0.0003854226504316536
3062,0.00038552652186179447
3063,0.00038578647768962917
3064,0.00038601443977066184
3065,0.00038614389168086676
3066,0.0003866013118333163
3067,0.0003870002079555986
3068,0.00038724161477487237
3069,0.00038748470758221223
3070,0.0003879158148563871
3071,0.00038847436426464957
3072,0.0003885410413136968
3073,0.00038865936150617815
3074,0.00038920382682559217
3075,0.00038982318228299683
3076,0.00039002973287639674
3077,0.0003901403587465791
3078,0.00039027566035728756
3079,0.0003905914600900715
3080,0.00039064000912419146
3081,0.00039162555661523165
3082,0.00039186515694954204
3083,0.0003920406640387308
3084,0.0003924514856096567
3085,0.0003927353940373855
3086,0.0003928780665184388
3087,0.0003932767456048713
3088,0.00039365696960058823
3089,0.0003941014950978457
3090,0.00039443968759377907
3091,0.00039477262462661936
3092,0.00039492749819896504
3093,0.0003953836731794415
3094,0.0003958075914181506
3095,0.00039616297434919256
3096,0.0003962457210139418
3097,0.0003967642780610716
3098,0.0003968630372772696
3099,0.0003974310009433248
3100,0.00039782809415147646
3101,0.0003980146168074528
3102,0.00039835691982425885
3103,0.00039849113307084883
3104,0.00039888795238183654
3105,0.00039933277699143725
3106,0.00039961683753963226
3107,0.0004000030216779674
3108,0.00040021831574150096
3109,0.00040037324890786614
3110,0.00040066366767704657
3111,0.0004009595162249231
3112,0.00040136780466157513
3113,0.00040178038762737987
3114,0.0004018400211548853
3115,0.00040244810612002116
3116,0.0004025762936604474
3117,0.00040269002135214795
3118,0.00040312494160533796
3119,0.0004036650294795364
3120,0.00040401963037899866
3121,0.00040414794068398713
3122,0.00040433925844569896
3123,0.0004047089156936266
3124,0.00040481453514580346
3125,0.0004049885134545197
3126,0.00040536458138270887
3127,0.0004060732458476615
3128,0.00040607505058199816
3129,0.0004064118084654348
3130,0.0004068472133078095
3131,0.00040696545037183126
3132,0.00040776492675990484
3133,0.0004081666211808672
3134,0.0004082747360621083
